wallet,type,rarity,score,final_ranking,token_earned
0x4aff9703c3e0d3aa02afd59904a698a497048c0b,#3R,Rare,3744,919,9681
0xb0f8768245e8dad40e1f80744a5760ac62dbd513,#5R,Rare,3744,920,9681
0x92d527735c25654f7793341b60074ebe3a4d997e,#3R,Rare,3744,921,9681
0x8a7195e0082fcf00d690d9afa14cc09d614de18c,#5R,Rare,3744,922,9681
0x2c49d3f3067d882b18a3c2102db8e7223af3a680,#2R,Rare,3744,923,9681
0x02f3784816ce7b19dfdc88eb8a24919cf9317283,#3R,Rare,3744,924,9681
0x9b9eeb4ec2083cc1beb0d9fa5892242d047b3091,#5R,Rare,3744,925,9681
0xb3fa5e38dc73ae932a3af9e22214aaa07c214793,#1R,Rare,3744,926,9681
0x392f34b9eb14a1da2361724f01e9f393e4a0a0bc,#6R,Rare,3744,927,9681
0x99444595a1f6e0f3fe4b1fc0fda6b2e80d315ac1,#8R,Rare,3744,928,9681
0x27e64c653b85d94f355afeba98d95c0a4689348b,#13R,Rare,3744,929,9681
0x8d3ef949fe9db5ee47c141a687e70e64df6cae25,#5R,Rare,3744,930,9681
0x259a5be53693106e579883a500c5d1d55310b766,#15R,Rare,3744,931,9681
0x700e0069b5f02f9d1e8f20c6ba6d28089ab66270,#6R,Rare,3744,932,9681
0x65f5aab14ee16942c317a801713a33583c313b5d,#4R,Rare,3744,933,9681
0xaf8d2013fc32522de1e41d400af6e879fb4b4b5b,#3R,Rare,3744,934,9681
0xea5b1e758e4f4c60e84300e268e6cacbbe638892,#11R,Rare,3744,935,9681
0x840bf50574a31f91fc2489f7d4e14d6cb2f0b28f,#1R,Rare,3744,936,9681
0x57b2e0e02c258784f7c6ad934e32e4912ec6c685,#6R,Rare,3744,937,9681
0x70fa8b6177921c9cfebdf75770355c66a3e31a4d,#3R,Rare,3744,938,9681
0x7f5e055910dd6a8836bdd60aa744b7ad015d8763,#13R,Rare,3738,939,9681
0xa59a6888a58fc01d505f412e949fa010ab506802,#6R,Rare,3720,940,9681
0x731b20bb2c90f36a498068a23bc9b4488b9d4d92,#9R,Rare,3636,941,9681
0x97b3016ec8d43350249268c5bd1361cac9f3e448,#6R,Rare,3636,942,9681
0x9ab7aea0607e7b1d86ffc05660c109a89ff8fa8d,#6R,Rare,3636,943,9681
0x2148c86249f26428c4d8ed5cd9a3e421fd8d63e1,#7R,Rare,3558,944,9681
0x35d176f79da3e476bd8df08ec2265b1ff99d0527,#6R,Rare,3480,945,9681
0x58a4a54223f52c5230d2c4e3a98e2f0907bb716d,#10R,Rare,3450,946,9681
0xc6c390b2801e8702aa5fe69f93286aeb7c2e4277,#3R,Rare,3420,947,9681
0xd73bbb9a6987799fba8363bbc7d3402ecaa18a0a,#5R,Rare,3420,948,9681
0x2b1880e814d3cec9edffde1df54e1a9379b5611e,#2R,Rare,3348,949,9681
0xb8834335d1119199bf5c6e9b06108c8522033e9b,#9R,Rare,3282,950,9681
0x35f0a11b7f20da09905f6125ef54fbf8913cede9,#1R,Rare,3264,951,9681
0x3de5f0972155f84e5a31063e4be8da4c5a820051,#7R,Rare,3198,952,9681
0xa892b88bbbdcee9c584b46f0d448979cf4dac1a3,#10R,Rare,3150,953,9681
0xb586d2e77e32a9525c39c02066230581d068a89e,#11R,Rare,3150,954,9681
0x1237b335aa49eaa6e6b9da2ce98ea68bead56809,#2R,Rare,3120,955,9681
0xfa33539819ef1cbacb6a90d90f82b4b6fc2a6722,#12R,Rare,3060,956,9681
0x4eded41cb7da07df289193e1332b7c70032b8a30,#15R,Rare,3060,957,9681
0xe170b90551685838603858469d487cc5316d0e4a,#10R,Rare,2904,958,9681
0x9d937a5f2c5259c90356d0def698009cfb0fa9c1,#10R,Rare,2886,959,9681
0x3aa3bc58f3005b560ac2f4110c6f4d87ebaefda3,#6R,Rare,2880,960,9681
0xcd87ef74756f6eb87b9d70d570929662e9a3b071,#9R,Rare,2880,961,9681
0x90dd7267927f6615621e96af7309269ae46ca89a,#10R,Rare,2820,962,9681
0x8b2abf9618cb3899b8459de211eadf53598245ad,#13R,Rare,2808,963,9681
0x88a80ff2424150c6de1cfc6cda33db28858dbf5c,#5R,Rare,2808,964,9681
0xd2ca048e2d99e70f49baa38e34c1d6c48a5657dc,#14R,Rare,2808,965,9681
0xe928917dc9025225dbd5758cb9be948826eca97c,#14R,Rare,2808,966,9681
0xfc5dcee6c7962de0568a8ab48a76112d85a51dc8,#6R,Rare,2808,967,9681
0x5c1dd3c7e60ddbfbec1cd7ff8aadeda5bc4c89c0,#7R,Rare,2808,968,9681
0x1c3348e1579818b7134e3a150e6112a331ced47e,#5R,Rare,2808,969,9681
0x084a9e8a205bee83f27a4f50f6683bc3371465f5,#1R,Rare,2808,970,9681
0x4dd3231f03e94f5c01b335f361dd019c335a6d22,#6R,Rare,2808,971,9681
0x7b4d8d047f3fcd9f4c564f49798c74f977afa6d9,#9R,Rare,2808,972,9681
0x9a0992ccb4094bfa0850470f0380fb421ead5a75,#7R,Rare,2808,973,9681
0x7f7342bfc3abbca779df602d75cd7ab1d977b058,#5R,Rare,2808,974,9681
0x179eb0befc1bff5fc321c821e7b5d1d12eb3f192,#8R,Rare,2760,975,9681
0x485469f82c0f39585c1c5dcc218bd091484faaaa,#5R,Rare,2730,976,9681
0x0fdb69213723956b0da86f66947fe62be8560cd1,#10R,Rare,2730,977,9681
0xd261e7499730851e93702560fd471ec81e400186,#10R,Rare,2730,978,9681
0xbbaf69791dc4b9dd1fde2b2a0d73a6183d324f9a,#12R,Rare,2700,979,9681
0x3c7beba0b1a9a98f45bd2ea4972a2c5701f8edcc,#13R,Rare,2700,980,9681
0x9367c6fbaafec7e5ff1faec59329c9c7b2b32a23,#10R,Rare,2700,981,9681
0x547dd42dddba7b6340222dbcab7a0e3f6cde14d1,#12R,Rare,2700,982,9681
0xd761d82d37b43a8c6b7f6607e757e518837b2172,#11R,Rare,2700,983,9681
0x22e1be3abdd6345379ff9cba30c01afab4c4d70b,#12R,Rare,2700,984,9681
0xa31a2645ae92600d3473fdb90467e9754d1de800,#11R,Rare,2700,985,9681
0xcc52553cbc47f449316cc918503a98cc6f7fb807,#10R,Rare,2700,986,9681
0x39318ee7b568478e4a9ec6119816d704d97d0b21,#13R,Rare,2700,987,9681
0x93596084b26427346c87d5f9d1542a82ce1f77cb,#9R,Rare,2700,988,9681
0x815d4bf498b8528a59b668ce085418dd336eaac1,#10R,Rare,2700,989,9681
0xc8bfeeb43d6949e53c4ab64c3d2f79d044862ea8,#13R,Rare,2700,990,9681
0x8bc5c516d460afc3ce001fe4e0a9f1faa424b81d,#9R,Rare,2700,991,9681
0xa8008579c617e81bbad731b94e3282a28d155947,#5R,Rare,2700,992,9681
0xc3cb67f80b990bb56dbd459c41bfa27bc470097b,#2R,Rare,2640,993,9681
0xb29a6b7c2014f43ecc4b93934f8de98b3780a5e6,#7R,Rare,2640,994,9681
0xcee0c9022120a24c720516247c8118c7be175ae8,#11R,Rare,2580,995,9681
0xafe2279a5b37937deb8231239f0a6d9db707720e,#13R,Rare,2556,996,9681
0x42c68116f7746b11480d0f26fa33f48aae868e09,#1R,Rare,2520,997,9681
0x10743397da7064a6cfde786d88d8c730d75ce84b,#3R,Rare,2496,998,9681
0x263f9744dec597a6e6df060f4f45125848f2e7f8,#10R,Rare,2388,999,9681
0xe07512d8119cc60bb3d8f25c20825a086e9368f0,#10R,Rare,2346,1000,9681
0xe7233361be14913a1b0bbeaebc004b20317d853f,#9R,Rare,2340,1001,3307
0x80dfd81f215fc07a371b27e3901cade64feb908d,#14R,Rare,2340,1002,3307
0xd19166e1fadb65212b2b158cc5a4c107377f9cf7,#9R,Rare,2340,1003,3307
0x3370cf3ba9927c3bbf3bd1794c71f5da280ad2e3,#11R,Rare,2340,1004,3307
0x59d04ddd6d7c0eebe761dd39d2f24ecdca6d97a6,#13R,Rare,2340,1005,3307
0x1088666760ae73699cd3023b83860b7bea9e7ea7,#3R,Rare,2340,1006,3307
0xa370a42daaca8556f277143be63e8ae437d18e7b,#3R,Rare,2340,1007,3307
0x0892268b3bd0e660bed1275ed58092d80e9527b5,#13R,Rare,2340,1008,3307
0x1891e678db8c11e0b847b244f021802ae72370d2,#12R,Rare,2340,1009,3307
0x83fc028d2553630102c7a200712e54095e2da72d,#15R,Rare,2340,1010,3307
0x1d7aa07f548e10605e926822845c7b2c4c7c74f0,#2R,Rare,2340,1011,3307
0xe282f26c17b05507162b59201898ccc02cb331b5,#14R,Rare,2340,1012,3307
0x04b66eddf4798dae24ccd1fb18f4af0c0b368e36,#12R,Rare,2340,1013,3307
0x2b19bf97444d27103f888363e78712ca00319c98,#8R,Rare,2340,1014,3307
0x3febdba2fe1d22bb6f1d843ec6414f2c993419f0,#8R,Rare,2340,1015,3307
0x8752223f2720305c4b01b60c75b2bf93308027ec,#7R,Rare,2340,1016,3307
0x250669525e5850d53caed36accdcea6056f60ee1,#5R,Rare,2286,1017,3307
0xf9709bde2ec0b48ce5ac629bf32b1426025927b1,#14R,Rare,2280,1018,3307
0x24e6ee5656ade9998289cfe685a96e7843b57637,#3R,Rare,2280,1019,3307
0x7c58ef521d482516ed74769c7d3d276320303a2e,#12R,Rare,2160,1020,3307
0xb35630d09ac9ce0ed0037f65d9c9e1ce938b7c98,#3R,Rare,2160,1021,3307
0xd6a297ad1709a52a713db637bc8c39cd5eaa2582,#5R,Rare,2160,1022,3307
0x522a9fac7b4fea1fba334903455d90ef65e4ba1d,#10R,Rare,2160,1023,3307
0x5da0efddf75f8a92f8ecc8616a9d70518a42cda1,#11R,Rare,2160,1024,3307
0xda9c973a0305e859511516b05964d5edc3257786,#9R,Rare,2040,1025,3307
0x4dc03670b63fc1ab58d2aecea010ec5b89f161a1,#7R,Rare,2010,1026,3307
0x8060fbc676b7b66a6c1631950d4f8168c1963f92,#2R,Rare,1950,1027,3307
0x2f2e1087839a91813f70e8ab9a7eb5b958412c68,#12R,Rare,1950,1028,3307
0x4923f305b82a90a51f1a1e03348dd2a2c02809e4,#3R,Rare,1950,1029,3307
0xcdd2ffd44e1bce142b9cc7a8d1ff699c8736f11d,#8R,Rare,1950,1030,3307
0x468fea8e3bcdc14952211782608b0ecf3c459ef5,#8R,Rare,1902,1031,3307
0x809b393e872947520fb19d57a111d14dc7fb4a09,#12R,Rare,1872,1032,3307
0x680568e6869797e0d631d9f428954c0eb9f11c91,#11R,Rare,1860,1033,3307
0xfa7d449aeb2dec2286f39eebaaf7ee506687a0e7,#4R,Rare,1860,1034,3307
0xc161092583b4f91c64d5a62cc638a4f7415eda4b,#6R,Rare,1830,1035,3307
0x5221c91e1f74784884d9598defba33f72640ce8d,#15R,Rare,1800,1036,3307
0x7100405f6cba01ed7d8ae3a233aa3d79b5ed2b3c,#6R,Rare,1800,1037,3307
0xdabe13f042f170967112cf6b916461576d468bd0,#7R,Rare,1800,1038,3307
0xc7b3775cf6a4bf97e584637f4e5c7e2a97f7206e,#7R,Rare,1800,1039,3307
0xf2aa7441ee60233423217d96c6fb3457a9556f16,#7R,Rare,1800,1040,3307
0x28459f834a56779506619ba45bba3feceb4a859a,#7R,Rare,1800,1041,3307
0x803f27deaa1282653745c3abbd71df11e758944b,#11R,Rare,1800,1042,3307
0xe8239878e00887a5d56977ae0229adf5fc856100,#13R,Rare,1782,1043,3307
0x9aff445b765c047a1d14fe47daefce2803241676,#7R,Rare,1668,1044,3307
0x8599bda60364a61c5775b0eb230b24b37ff2f187,#3R,Rare,1632,1045,3307
0x40b545a6aa75d6629a124f418ee464de090811cd,#2R,Rare,1620,1046,3307
0x500334a44c2c2cd7efdbedf494550a41d687a4f5,#10R,Rare,1590,1047,3307
0xf45095637698ddcbc1b3e566f85559fb95bfdc67,#11R,Rare,1590,1048,3307
0xcaa7b110590f9af2fa53f31298b750917eebdbda,#6R,Rare,1560,1049,3307
0x705ca2e9589ef8cb7acdae6a758a907ea2ce4d25,#11R,Rare,1560,1050,3307
0x4a33c5cc2b9dca1bedfa187bca05dda439316cc5,#13R,Rare,1560,1051,3307
0x56a1b9a8f228009aeed7f4743fd0f4b9623c1f0f,#10R,Rare,1470,1052,3307
0x4bcff537f033fd34af5c3ef6f3a9fecd30bd8064,#9R,Rare,1440,1053,3307
0xf17678d20d458ea6615e75a662e483f8dfc4d559,#12R,Rare,1440,1054,3307
0xdb6e1a708cdb52e22bf456f54a2e4e39944478c6,#11R,Rare,1440,1055,3307
0x8f3165f10063c135fafc2982c84de00c7f84d961,#15R,Rare,1440,1056,3307
0xf6b7ddca2d98a2a581725ceb2b1db94271908f9e,#6R,Rare,1440,1057,3307
0x411113c192293375fb50b7d6319538c8d0b7710c,#9R,Rare,1440,1058,3307
0x4dc7333a87cbdcc3774c2fbb92619d496b9794b2,#8R,Rare,1440,1059,3307
0x10433c036696b8630eed5bae9120e05900c48866,#14R,Rare,1440,1060,3307
0x513cbb3ff5c536ce019a2266da1cff2753e8016c,#14R,Rare,1440,1061,3307
0x5f5c898c66be11eec480f7165bc9b3745f618f5e,#10R,Rare,1440,1062,3307
0x391706dc57218ab5e4a9abd2e282ebe215b77add,#14R,Rare,1440,1063,3307
0xa83efcefe0346e6a6b5a296eecbb2f2ef001fc8c,#11R,Rare,1440,1064,3307
0x27d48456fccc29f720b33cb1da3b590e56ff700f,#10R,Rare,1440,1065,3307
0x5c2560ca06a925f00e662d8d5d3d3e75f802e268,#8R,Rare,1440,1066,3307
0xf4f89e76f6719935ce1fc8beca183520bdcbfedd,#5R,Rare,1440,1067,3307
0x7f473febb52bf211a3cb988c4dbe8ec80a7fa24b,#4R,Rare,1440,1068,3307
0x389ea2e68962e00b160ed9e6ecb9184be99124f1,#9R,Rare,1440,1069,3307
0xcda042ff9ebee6d5a2c1b5d27e88cc6a1447a054,#15R,Rare,1440,1070,3307
0x11b0d224d97c159db5c96ba4909650c405e80741,#7R,Rare,1440,1071,3307
0xc6df04cc588b1e22ff83eb37aae61b576c7a0048,#5R,Rare,1440,1072,3307
0xaa89c67b4ed940e6bbc120453099f898b8b90a90,#3R,Rare,1440,1073,3307
0xf39542f04557eb478844c7961576e42d23a732ee,#9R,Rare,1440,1074,3307
0xf9bd07dc0d54c5e7f8f67015016752c68c791a93,#9R,Rare,1440,1075,3307
0x2bc18c616bfa5101f3bf2df20948b3c64a25c660,#8R,Rare,1440,1076,3307
0x60ae18c89b7bdc96292ee612c6a8241b8ef637cd,#3R,Rare,1440,1077,3307
0xa62fc0eac11fd713932b653a83706adebc883105,#6R,Rare,1440,1078,3307
0xca7f669e56cf7daf31c16d3f73a0d4410f8f0fc0,#8R,Rare,1440,1079,3307
0xfebaaff66ea11b4ad1e5b5c25dc118a60b2170fe,#3R,Rare,1440,1080,3307
0xa5ef21601cb0d6e00209ab41b21056d297949c58,#7R,Rare,1440,1081,3307
0x2331e707b1555b6c4bf0c2a0b8331110c52634a3,#8R,Rare,1440,1082,3307
0x7333669827c4776d5f9d3f6be5f4d786259e2eab,#15R,Rare,1440,1083,3307
0x4c1c322332d88182c106d0e9c79e8f6d1e4f1163,#9R,Rare,1440,1084,3307
0x03845ae98811a596dc8d6d3403cd7abc0d7bde14,#3R,Rare,1440,1085,3307
0x926217fda5147b15a1760f96c4cfbf097b32eecc,#8R,Rare,1440,1086,3307
0x44c7f298ddbacbd0043caad7dab1b6bdd585e897,#2R,Rare,1440,1087,3307
0xbbbca78a169932d369d72de0032c8bbfc49d776e,#10R,Rare,1440,1088,3307
0xf95fc61a6891391a5b561d0579c7535134042906,#10R,Rare,1440,1089,3307
0x64ef4af1099f87c67eb599de4810010a004084e6,#5R,Rare,1440,1090,3307
0x6a1f63eb2919cf6e48e643902660830cbd680eb6,#5R,Rare,1428,1091,3307
0xe66a5be27b34f06bba0d72c9e72cdb0fbf28dec1,#6R,Rare,1380,1092,3307
0x74a363bdd618ec11e8a2e8119dbf8a55059db1c1,#10R,Rare,1374,1093,3307
0x2fe0540fbc3cabc27325d988d09a59f3960c1d76,#10R,Rare,1326,1094,3307
0x2dfd86bc2eef0bc1c894a153f90aa2a04c045b0d,#5R,Rare,1320,1095,3307
0x8cb3b559ded776892c99774631cc1dba81600c8a,#14R,Rare,1248,1096,3307
0x00b9cee9beed12a6c39ce5b11b331bce5a98ca71,#7R,Rare,1230,1097,3307
0x3b3a949699af59f010aaf3106908c964cf6b04ae,#2R,Rare,1230,1098,3307
0xc8a822ed26d5ae95a8741b31b41cc46ef8c84ed0,#9R,Rare,1212,1099,3307
0x8c2cbd0e14e015622a994e038ed0c4180dc79bbd,#7R,Rare,1134,1100,3307
0x279b7843f00ee2e33298cb11fbdb552d92e0b6ba,#10R,Rare,1080,1101,3307
0x208c22774c018324a8f47521400457beba1fa7ac,#10R,Rare,1080,1102,3307
0x173ad5b55371bac15c731589c400298cde4678a3,#10R,Rare,1080,1103,3307
0xc06ec8e4a7031bff43b05d653b545c9758459f33,#6R,Rare,1080,1104,3307
0x6e21054737525a572c040b4c0a6fce33b55141e6,#10R,Rare,1080,1105,3307
0x3c365974fe4c140ad40abfd486a567aa468dece3,#6R,Rare,1080,1106,3307
0x4eb9d380ed2df861ab0becd3ff635db84f7a98ea,#9R,Rare,1080,1107,3307
0xa3558b71307c55f362e40de2d3997d81f46f3b08,#2R,Rare,1080,1108,3307
0x802fb1f61d424daa97f481611bea9fde1e8d99e0,#10R,Rare,1080,1109,3307
0x8aed939570dcef1b462c0597e6d75702ddd6af90,#9R,Rare,1080,1110,3307
0x4a2ca26f193e8ce036b92345548954cf71d6c8af,#3R,Rare,1080,1111,3307
0x1d6f9c43e8494e398c919eb653323bbf42bcf298,#5R,Rare,1080,1112,3307
0xd4c9375b3ef7b4c2a32be3503db9de4a95dfdcde,#7R,Rare,1080,1113,3307
0x6a8cd49156c6d95f1a0a6544d2ab2ed8b3e5e73d,#14R,Rare,1080,1114,3307
0x5f6b0f438aa79d1562e00dc291e60ea63d1af446,#10R,Rare,1080,1115,3307
0x9cecbd7be2c3858805052ec2b0ec818116858aa2,#10R,Rare,1080,1116,3307
0xa8fd50e9acdfbc41dc3e4ada6bc09ca76a320971,#10R,Rare,1080,1117,3307
0x867e739be17cc23c29abca42c6d68a87869b7c2f,#14R,Rare,1080,1118,3307
0x602f36b1007be3c48681366bb929c3536d16f2c1,#13R,Rare,1080,1119,3307
0x91628d18896dc9a2f61ca7839747448fd9282085,#4R,Rare,1080,1120,3307
0x6c39e5cd1be53c375a768fdea8aae557d91cb8cc,#15R,Rare,1056,1121,3307
0x40539f3b53a00439b3c77dfe53b4a77860abc623,#14R,Rare,996,1122,3307
0xc3f9d2ef8f204fd6af5491b052b8fabe86abc0b3,#2R,Rare,960,1123,3307
0x938397f3ff5f519f91d3b815522427aa5077a586,#10R,Rare,948,1124,3307
0x3a425268663003c3f23c70ea9ce5730f3ef60f29,#3R,Rare,936,1125,3307
0xd28f7148a10c90fb66d525670df02d4c32fe1071,#10R,Rare,936,1126,3307
0x0fe8b894bb534ce357ebb6f0804f9b20b72da960,#2R,Rare,900,1127,3307
0xee531ed4d7eab6ca34c5988472342f449e68fe7d,#6R,Rare,870,1128,3307
0x3a32ee8e7a293a4e62b705b7f2b9b48c070d5922,#15R,Rare,840,1129,3307
0x494a12f2c9092f01d724078641dae8df57f5d049,#4R,Rare,840,1130,3307
0x33e8dbf1bf86586825d5221f142e81768980a2cf,#13R,Rare,780,1131,3307
0x2f3a713704709293a83b6941b81fffb84cf9e0cf,#1R,Rare,780,1132,3307
0x8c0d223718c01e8e4d349decf59784f03582a8b8,#5R,Rare,720,1133,3307
0x52b6e59d0f920d30a512113106ccba4f8f273e43,#4R,Rare,720,1134,3307
0x7b658cd02ec4190ed1ce28386aa11c41f7c291d2,#14R,Rare,720,1135,3307
0xa423b45d953d1afcf662a573ba957411e1c1ee06,#5R,Rare,720,1136,3307
0xd22a99f69af38f3036cf27d5c877c37498d3df0d,#6R,Rare,720,1137,3307
0x1ba587b32e922d8c50cf1ce2e9dd73d9b22291eb,#7R,Rare,720,1138,3307
0xec623bec1f99928f9accdb04f20f34a396ffcb0b,#3R,Rare,720,1139,3307
0x4c949d37dc4c33dc9dde3c2aa68e974a813c8f29,#2R,Rare,720,1140,3307
0x72580afe4b5baa90752ae6c2b4b66f14939d4c14,#4R,Rare,720,1141,3307
0xfa540ff1e321b6c6ab2b9a6a83150b3253677ac1,#1R,Rare,720,1142,3307
0x79e3630ea20ab8fd8b58fcfd4d06e171136b426d,#1R,Rare,720,1143,3307
0x8695972a0fa4a83f1bd15e9c4a101aae3b5489bc,#4R,Rare,720,1144,3307
0x8478786b9dd14228ff4832c066f0c8bc085114b7,#14R,Rare,720,1145,3307
0xeedca5cf8374bdcfec36d888f272aa292e81b9a1,#4R,Rare,720,1146,3307
0xff321da347442064766e821cbea03f025a15ea14,#6R,Rare,720,1147,3307
0xed3f7e45d1fcab4c714afa026f07d5039fa9f557,#2R,Rare,720,1148,3307
0x13f97d725ee06ac8c00b261730780993f0236fb0,#6R,Rare,720,1149,3307
0x9995e169da714d057f67fe73a326406b57456e29,#3R,Rare,720,1150,3307
0x567ae7f94e221cc6faf0a59a59e3e55f33a13b54,#1R,Rare,660,1151,3307
0x750a940f564b066c18bd15eb4128010ea6a89b3e,#15R,Rare,624,1152,3307
0x50e0c4157064766ca022475303ad599dde8e1e4f,#14R,Rare,624,1153,3307
0xa3fda2f536ef3b64ff76a18fed57f7d7c8508f31,#8R,Rare,546,1154,3307
0x7cf07e1714191274713f8d443b76fb934e71bf9b,#1R,Rare,546,1155,3307
0xd4345f3ee7d583450a7e94f36261812a510afa3e,#1R,Rare,528,1156,3307
0xb32d20f2b3ed37061d30cfb3df0a92329214e0c1,#3R,Rare,468,1157,3307
0xcf8aa8878b3764cbde744e04cee8ea2d168dbca9,#4R,Rare,420,1158,3307
0xb72b09686ed9b3c49b5bf59096b7caeb0bd33305,#12R,Rare,390,1159,3307
0xd0999aaccf3d6b80f6faad94b9c3a4f9943933f8,#11R,Rare,360,1160,3307
0xa4f46ba661d8515673c988338d62366df298538b,#6R,Rare,360,1161,3307
0x9f5ba2ce1fc943c02b2df00acfa1356cd65c30ac,#2R,Rare,360,1162,3307
0x66d0ab218f360b41ab655647bbff5c3772c9317b,#2R,Rare,360,1163,3307
0xd2eec4d4364fe18f96155ca718873a97822320bd,#15R,Rare,360,1164,3307
0xf02d77b1e98c7f86f44ce842a75bd7da0deaabea,#8R,Rare,360,1165,3307
0x5597a06324fc37846b6109a8a8334e9f8832f4d5,#1R,Rare,360,1166,3307
0xe2e4f0f20d8d20a5bc9375e45e510a54b9918215,#11R,Rare,360,1167,3307
0x669aff2504c698e842316f3075d9486b853fdf6e,#14R,Rare,300,1168,3307
0x7b91498e0c93efad077eab092a05f3ec250c82c7,#7R,Rare,240,1169,3307
0x0393c63f602abe76196c3c08db76c04f3851048b,#10R,Rare,240,1170,3307
0x4a80c70617bd50ec7469021b9cb81f4e508caf6f,#9R,Rare,240,1171,3307
0x6ffbac8b4400d1c7560ae20ed09f78994030a3a3,#7R,Rare,240,1172,3307
0xc5a20219c8206d34013aa524867da27d4648c9fa,#5R,Rare,180,1173,3307
0x5d22a8a3f7918e6d838a0a58ad4e73e0200bd656,#3R,Rare,180,1174,3307
0x2a324c4a1cd2f1cc447a3c99452d6567ff2f4f10,#6R,Rare,180,1175,3307
0x038b04477d4a0075849bb2a9678395e3fba0be63,#10R,Rare,120,1176,3307
0xb042cf040fd572fb75892be86adef2196e0d5e05,#8R,Rare,120,1177,3307
0x1492fde54b4598b8571b74ae346e806d2fd86160,#15R,Rare,120,1178,3307
0xd9a4ffb7124fd7184949be1b9e3e82e5c5f47a39,#6R,Rare,60,1179,3307
0x5c9fd97eca2d186780461e2280f124fb3c2afe91,#11R,Rare,60,1180,3307
0x93b46aca969db6d013aa915b780f53fd9eb6f14b,#14R,Rare,0,1181,3307
0x6c3e9ddb263e0d2d7a0862134f6e9a613aa457c6,#5R,Rare,0,1182,3307
0x57415fdfeebabeeaa9c363800e189fb30f7ef68a,#2R,Rare,0,1183,3307
0x46c1a21e27385037766bc309f2aa4ea248bd2c34,#3R,Rare,0,1184,3307
0x407a3d248a06db4da8a46f0c342121bbb5c5082a,#10R,Rare,0,1185,3307
0xa7b705b3a787fac84a76b3397087286b22c01678,#10R,Rare,0,1186,3307
0x280445d38d07cf0799edd20fb93b8ae7c4fcd179,#1R,Rare,0,1187,3307
0x3038b6ddf96e18c9d7f7b4fecaf7ea0d69c27de1,#1R,Rare,0,1188,3307
0xdccb8d9d20391c39247afdd6aeb83dd679fcba59,#2R,Rare,0,1189,3307
0x5f8527ee4212f4b46a2473f851647fd9a5a5ade7,#3R,Rare,0,1190,3307
0xca5dab9e175dcea8a2cfed60d83562bb46280bff,#2R,Rare,0,1191,3307
0x233e9a57b168ebca6cbf73240dcc90ba5bd6b71c,#8R,Rare,0,1192,3307
0x97c923c6d9411db661093fa20367725b3fb58497,#3R,Rare,0,1193,3307
0x43315737c187a11502fd95e48801380f9e60a5d9,#10R,Rare,0,1194,3307
0xcb0dd585a102143931fc48597713b0af99f9ba84,#2R,Rare,0,1195,3307
0x74efcb56f7f342ea91fa2759df208e3cc47aa699,#3R,Rare,0,1196,3307
0x25e8824807d7c6398a8986934e582cd42e764658,#14R,Rare,0,1197,3307
0xf85d183904de430d015cc57c98a28dd4dae7feee,#3R,Rare,0,1198,3307
0xd92ed40b0e778f375e7c69138af650561b2d6ec2,#1R,Rare,0,1199,3307
0x8f7674357f0469eaacf16964aa88881b5f7339cd,#10R,Rare,0,1200,3307
0xacdcc990b4a006c417464859e42c9c341a076a5a,#9R,Rare,0,1201,3307
0x0e1afd9444dfb937c4ea3096d79ee857a690967f,#10R,Rare,0,1202,3307
0xc0cff5b62260c1c5ddc514b62973c3e026d4d931,#14R,Rare,0,1203,3307
0x6eac2c7df91eb8fda3909f39566096a9f2b98fed,#11R,Rare,0,1204,3307
0xce9c4735d6542774b631a41246c648123a1faf2e,#8R,Rare,0,1205,3307
0x3e975317b431b43518f3251f79e203b453c44278,#10R,Rare,0,1206,3307
0x35c481492d198d17addbd3f6363564ed5aa19d14,#8R,Rare,0,1207,3307
0xa1b6419cbda23051924d6af4b9d8174efb21a8a7,#1R,Rare,0,1208,3307
0x9060cc52eaf3c34a4513ba28e29c3867459ee312,#14R,Rare,0,1209,3307
0x464a3c965ca3d279c8ad40cf3724b48970d3e488,#7R,Rare,0,1210,3307
0x610ba556f7daf80a22e55257f48ae2c4753f9dfb,#1R,Rare,0,1211,3307
0x2f3e211d1e14c2c8a1883d1a027bd4f45ddef6e2,#9R,Rare,0,1212,3307
0x3c993e3759ba988d18a4d5b460ce3c5c1e6d9c82,#10R,Rare,0,1213,3307
0x2878d5eb99182fbaf722cd0ca28eda7c45a7a470,#1R,Rare,0,1214,3307
0x0f2e136ff215a05a65dd5e8765c7dd49dbb19517,#6R,Rare,0,1215,3307
0xf9214cd1e1712cb6db0cfef16a7a77df8bec6162,#10R,Rare,0,1216,3307
0x7d33a5dbb94989a55f4b1f401dda3418d6b2530f,#12R,Rare,0,1217,3307
0x831058704886678b7b50fd6ec887989e2e1d16cc,#6R,Rare,0,1218,3307
0x131bf085b3653bb99785533b4485f4fc2c1602fd,#14R,Rare,0,1219,3307
0xcf7476d0f79a29888711a3be95dd9cf4c4542917,#2R,Rare,0,1220,3307
0x6f8585a3947af918a715f6b3267c040f88fb5627,#3R,Rare,0,1221,3307
0x985aeeefbaca9c8e21195e7bffabe8887d426ad6,#6R,Rare,0,1222,3307
0xb8d368450cbe83fcfc6e19cccb095482b8ca2040,#10R,Rare,0,1223,3307
0x9e7727114d6f0f593fe4e2195e222a511c48be58,#6R,Rare,0,1224,3307
